#This file is automatically generated by https://epg.pw and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#EPG.pw does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://epg.pw/app_download.html
#這個檔案是由https://epg.pw自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#EPG.pw並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://epg.pw/app_download.html


Entertainment,#genre#
Echorouk TV[geo-blocked],https://epg.pw/stream/634f01002a9a6d793722964a9be95de8e3aa53e1de131f65adebb93ea7114061.ctv
Echorouk TV,https://epg.pw/stream/198e8a896e1ea0ec1cb620984089f31bbb2d055818e1739ca67d606afb80380f.ctv
Echorouk TV,https://epg.pw/stream/87926efb223d6ffdbbfd73e875d0133e4dca343447bbf068de90e4d55ed11a4e.ctv
Echorouk TV,https://epg.pw/stream/4e270bc3567e6562316337f15b9f8697116be77ac3dda8bc4e483907a6ba4553.ctv
Echorouk TV[geo-blocked],https://epg.pw/stream/a4749aa7967e03b15e6507e7c6f4a614988210b91b5edfd5b74849642a50c11b.ctv
Echorouk Tv News[geo-blocked],https://epg.pw/stream/caefb296160b7a1043d75f7b8cbd01679f85acc7a5f76e0ffb485c2b10af2ec3.ctv
Echorouk Tv News[geo-blocked],https://epg.pw/stream/8bb923e942b0eb3cf3b9e566af57b7b088dd10b7a8051dec7c6872b0eabe803a.ctv
Echorouk Tv News,https://epg.pw/stream/85fb8df845cf2bbff8ece83c2f8d3f5b51e8c53b4e28e33974f7928d13be2c8a.ctv
El Bilad,https://epg.pw/stream/18883509b277bd09672a56dc4801477e7897a0a57e4fe5867c8057a59b2749af.ctv
El Bilad[geo-blocked],https://epg.pw/stream/e9c494d43d0852bc93bced838302114d4d22268115d36850267fab2d28d49d1c.m3u8
El Bilad[geo-blocked],https://epg.pw/stream/9505c28db2a0d5a7ea0671c715953ca1906e329e8e0d1582bc146141ad2f7dbd.m3u8
El Bilad[geo-blocked],https://epg.pw/stream/dd7fba5205cc23db48120f91535fcf333151001729e1d83c59fd7ee7e4bf8f24.m3u8
El Bilad[geo-blocked],https://epg.pw/stream/fd4bae3d57a4d45a86963270eaa17396121049d9c3ac8b263bdc51acd12703a0.m3u8
Ennahar TV,https://epg.pw/stream/ff9678e1ad453595eba59344c4c30f81c027d300d5570cc92c7558cd91c77593.ctv
Ennahar TV,https://epg.pw/stream/058cf00c46f86a4f327c4f980745b032bf74b632a0460d8b63a67ec173af787f.ctv
Ennahar TV,https://epg.pw/stream/5edc21d6ebd06ad0e9c28d6f71e2c82afa19bdfd6df9c0922f6810b0831ca35d.ctv
Ennahar TV,https://epg.pw/stream/9fcfe54da13952206bf0f542a9f3825e79b446ea58488310db6058350db82e57.ctv
Maghreb TV,https://epg.pw/stream/7e9d2385618b0265d027f1b8cd4b4ba52b19d5a36bde452f3509768f0a9db924.m3u8
Maghreb TV,https://epg.pw/stream/6ec96ba290fbb87b1448dbb0baeb66914463c5b67dffd1f5a42b7e68d07454d7.ctv
Numidia,https://epg.pw/stream/0f636d3e0fd8a346a689bd14d9c2d3927768260598d1f18bb512e30148a77dc0.m3u8
News,#genre#
Echourouk News,https://epg.pw/stream/b7f7c31d64af9890e3cdba6b81f05afe793d030079039ee3e23c95a94af3991e.ctv
Echourouk News,https://epg.pw/stream/9e469e0f3dbd992f796f4d8375a8d25008599c03680070244fe48cb460898a9e.ctv
Rasd TV,https://epg.pw/stream/8bb1a2c2f3bbb8fb524776e4b4d45d1fb33d09f0ba210282091e5ed12647364e.m3u8
Rasd TV,https://epg.pw/stream/8e14f8836fe30450c3b88ff8921273d8bded5649d35147008737adf565adf566.m3u8
Rasd TV,https://epg.pw/stream/586a1d3d53cab294166f7dbad1d1725705ae859cb218328b30061c238f718482.m3u8
Rasd TV[geo-blocked],https://epg.pw/stream/db07edc8e6ca89df62e62c521c579d6616eb5d278def76ec956f50da21088e04.ctv
Rasd TV[geo-blocked],https://epg.pw/stream/d4433ea702ac940de0b1b3cdab0a196155cc5ac78433c1f0d391f5b9ae7b400b.m3u8
el nahar tv dzd[geo-blocked],https://epg.pw/stream/d06daad78e61ddb7797d36c410af9cff797f83c8d3a80a5ab6f29b1a29e49bd8.ctv
Other,#genre#
Samira food tv[geo-blocked],https://epg.pw/stream/c13a9f2fcd90974a1b63ce1ab704675109a19f56350006d5d638b561ff01839e.m3u8
Sport,#genre#
Al Haddaf TV Algerie,https://epg.pw/stream/24a2183e267ee9e44e44fb81d6d546aa0cb1413be85d19619822b2284f93ef4f.ctv
Al Haddaf TV Algerie,https://epg.pw/stream/b65926c23e2b8e764f055ae04b99854cdfa4fff9999d05ddc0304ada68eb6506.ctv
Al Haddaf TV Algerie,https://epg.pw/stream/933a8c6e0903e6cd0dea5fa1f25284bad223b556ce6165b147b097ee0597a888.ctv
ElHeddaf[geo-blocked],https://epg.pw/stream/ceb5fc62ffe3f624aabbe089f44ffdcdf7960b299d8078aca11f768ec767b365.ctv
