#This file is automatically generated by https://epg.pw and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#EPG.pw does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://epg.pw/app_download.html
#這個檔案是由https://epg.pw自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#EPG.pw並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://epg.pw/app_download.html


綜藝,#genre#
澳門MACAU[geo-blocked],https://epg.pw/stream/1cb58b9a075a2ceee22c8a61715893114cc2742a4678fb0b90a45a2fd9d8cd11.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/50b3cb23014119801165ada883ecee5666f868f2513d9c16cfb1b1222d4ccc96.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/e41160713cbba3b228fed4dc996e013234c0624cb73930a09dfae1b0eaa8ab5c.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/b30ed04f510a5e689cbe703aca9a2d08d8b6bd04f8db0b53b57097f8737f9873.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/2c99ec7c857b3dc8e57059446ec42b68ae50f1f332bdc77817ecfb7f5b2bf3ff.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/c7e6db99110cf479a918e3079c382c75040716546c03b987628b7655d07a7c64.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/e2fc97d4b810c8595c7a69b55e61541f90b691eeaa205ca604347d55c54b3e00.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/73ea76adc5e362aeda8a6a521f0810a5fbc25b88705461289d3a20d167c74dbb.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/555e56cddfb1a707014a3ac6b970fd661ba3dc409c443c57eaaf98bc5bc40c5b.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/a1c9330f48c04e377148c8ad013e8dc1609f2ff5741982a11e4234ed0daf1348.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/eb7c29f2cd26414c4bb71e6ce0a18d103fbb3335302a96290b4c279e89c7ca92.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/218b30d84fdcf841c489da1eb8f7440bbc916ff16f3c106b34397345a086bb5c.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/8e82651e8a4cc3e5e9a0a109e411170c6e77fbc029cc012bb9f978a07f977e0d.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/f6819072310ec00457ec4621a2fc7434f3f93efbbfbe44b3d15e5e39573e416e.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/42b88baaa7e6ebe25276493eeb0000b36771bac0ea3a1aae55bc02a63afd2d10.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/44f772fd3b271ba9ed52e6a421c27b74df703f999aa7b85cfa2c7bd90dd7a141.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/90a67fae0fc63fe23e5b88753698be507e83615ec69ebb6b66c7b52055d45569.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/6bf49f3d0bc3c7dd87b857b53b8b10f407a9402844c5ef0de77c9df3a282573e.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/5844bfead2efbd06c27c2a77fd74ce0ee34e4880e4b4f559f036d05754a585fc.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/409fa0f2dd2c688e2a4ebd995530631e4b2b1705d64a696841411edb10234636.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/dadf47561a6e63b09f9ef9e76ee17797b17f1bda8d472d059967c081146bde65.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/995f916f5016f407449d862729ffdb4a5b385fda2f482e62f6f646b22475c8bd.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/833fe0c57e28d890e4f6c5f1ced153b8f4f19d31e527b7279d1bf4541fbe4470.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/3f9468731a4464da585c4ab72b9b67bcab4746af89a70e9f6756550089a9e5f1.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/3bc97c76ef5a63793723969c8a287a05195a0f5e10c4fc1dfefa8856e303ce3e.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/378a118333f0b9676736b4e292f13da982c01be4fcb98a6bfe4668704ad966b7.m3u8
澳門MACAU[geo-blocked],https://epg.pw/stream/2381a34319af62c51bce3c3cfb30159a084df54f029df9708064d655f36a8e66.m3u8
綜合,#genre#
澳亞衛視,https://epg.pw/stream/716ffaf7cf3837ea1126be0a336f4d3cf0012ba8892bf22019637dc3622b6cfe.m3u8
澳亞衛視[geo-blocked],https://epg.pw/stream/e6f14208a046bf4c00c6e3310ec4b3a446986a4f31417fdc33b8939a99c49ce0.m3u8
澳亞衛視[geo-blocked],https://epg.pw/stream/70ef11eeb23c39a54bf7630eb11059695a564b50b14445ea696374a79bcc1507.ctv
澳亞衛視[geo-blocked],https://epg.pw/stream/31457bcc6390bfbdadc8331c703145a6a574d46f7526107a8fda33e5dcab97d8.ctv
澳亞衛視[geo-blocked],https://epg.pw/stream/26c0cc63c5bf736176fdbfc1e259185ef92bbe742695a64c075b02d75450f4bb.ctv
澳亞衛視,https://epg.pw/stream/11a3fb8e40c32e40297b79900bb515bd5a9358b271ad81fe99db41974ae21e50.m3u8
澳亞衛視,https://epg.pw/stream/d851d21adbb981ccf8c2834f52a2355a48800907785f6aa26d3e4373db0cfbb5.m3u8
澳亞衛視[geo-blocked],https://epg.pw/stream/a1c7807d4a156da33781e7a71b70017291742c1834a9858c3fc58db2e4215658.m3u8
澳亞衛視[geo-blocked],https://epg.pw/stream/d0f8dde97020d5cae9ced87731287895c0271d78fa838fce6b89d3ca895b23ca.ctv
澳亞衛視,https://epg.pw/stream/b8c3d13aca5908d99d12fd4407d17a209094f6c844dad54fa31aa0f2059f1f5d.m3u8
澳亞衛視[geo-blocked],https://epg.pw/stream/e384110ba7db106d4f6824ed9a5ea0b0743430b5bb0500eb599a140c5eaf0eea.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/3ef5386d48b384742084539916fb0e276baa92d4417b51cab43d739739edfd25.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/46ee5a64a3333c541ad8a7f8272576e834cf202ea349be8a9ac1924284fe55b6.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/de255662b6770d203cd995f8384afab5b92b25be0e3bcb1ce6ce5edb7ff15ee1.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/da29af99df559f7115b17bcf3f3e2dd8d743f06f80b6d3d04fd0ad7abd6d5f8c.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/617c5dae1d7731f057e72191c8d13b870006a625ea70da3258ae95f58316d780.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/e6023fb27026da76a3590e921a2c3e4248aa0cfca8f871efb542d8803d97b58f.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/7f403837ec54e9876d21382f866683b4f24e804653fd1c91081f15c17681b93a.ctv
澳視澳門[geo-blocked],https://epg.pw/stream/56630a9144813ced75bee7ec8747f5b23569dd2b8be3896bda97d1410a03a698.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/0b38f10f254a4c9983256244cb76ddeb0d1ab9f6fe8e9848152906b411703ef1.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/262ffa556ffc2b1e879551800dd754f05a0c4fa6c44f91c929067aa45d6675b9.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/4645657648c36f9b277eb2dbbc9903b83b823788aab130b45ef976646ddcd138.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/8b91f9e50ff3ac49b617e72af6b1fd95c4c82b3c155c72de95d40402ed1d12a6.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/568bd6f0205c4c1a1fe986e088c8aa61ac1111d478a58869715e1d43f2837461.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/903f6dd644a13b44afefc0219801147c659e04d3fd7c1486495c50d2bf451acd.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/e6e64a58ab7535d802589e0d071d1e88876f1fa29b85217c63be2266609587bd.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/74e4eb90e199b5078f0c8822cee3f552adbc025e1ac09c537505ea6dacd05aa4.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/d7c4d89548d9c541188606a91343117b17c08cf99a82590354bbd9065f712069.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/147aa9879ec77f1b27ef7cf347efeaf4d7302e98a010e8a3bdc23ac4a54963c4.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/bfd325d187cec0b3977f44298f7d387f13bd0043fb1b6f885c5c2a886a0624a1.m3u8
澳視澳門[geo-blocked],https://epg.pw/stream/604d1e89725164f0e1500c7f46baf73369a3510e48eb63a8386e966715ab396f.m3u8
澳視高清[geo-blocked],https://epg.pw/stream/17874b157ae059f942f1b9768aca6f1e4865c7f45ac384f9848a08d5c5218e89.m3u8
澳視高清[geo-blocked],https://epg.pw/stream/0f79c4be0385c68f4578b149fae7524038686a68b35cb7a27817d5cd909bf73c.m3u8
澳門蓮花[geo-blocked],https://epg.pw/stream/8022b34957fcda038eacef07dc6d9d38d3bbf460148a3fc752d97e8564dee7f3.ctv
澳門蓮花[geo-blocked],https://epg.pw/stream/5f63cbd95f9c375a5b7407672758ce02f0b69773e6a2b4ed9cd43d3502861816.ctv
澳門蓮花,https://epg.pw/stream/bce0a3e1a6a9e63da5f3ec859be574d6440a0fe7a61ffde10c7e5b355001133a.ctv
澳門蓮花,https://epg.pw/stream/ae256b8519d3e9164f6ecfe4b1e9c044dcf40b22f9c501dfadefc6d0230e0f30.ctv
澳門蓮花[geo-blocked],https://epg.pw/stream/46701a7f8b2c1d2629d545781cfc9491171f8de0e90a4c0138531df6694699eb.ctv
澳門蓮花[geo-blocked],https://epg.pw/stream/a3fedf56e9bd44261f9d0d9e709a6859b3bcf4d253c4e04c7f1af7ab102cccdf.m3u8
澳門蓮花[geo-blocked],https://epg.pw/stream/28834df9a7a71f04b99e219245d7caf26b962386626551b807d1f7cae4afe7b8.ctv
澳門蓮花,https://epg.pw/stream/8f8d999b81ae7cea22779abdb4a4102df898cdef64795395847f65b63ac49dfa.m3u8
澳門蓮花,https://epg.pw/stream/09334e60cbc66d302a0b7cb1e6e4fb71d89b35725ead76528768446dcd983664.ctv
澳門蓮花[geo-blocked],https://epg.pw/stream/019a381c645ff8bf4d9f987eeaf390db5cef5bc6a8f1d4229bbcfad8c02050b7.m3u8
澳門蓮花,https://epg.pw/stream/a525e0dd218137e81997b1d90ec92e74b3295f954f800f2d637bf9690b546123.ctv
澳門蓮花[geo-blocked],https://epg.pw/stream/3b61ea769a49d11196b00fdd33a6fef74ab1e842e8417992106dab415bc3763b.ctv
澳門蓮花[geo-blocked],https://epg.pw/stream/fccb59e21d8ad70730aa27c57dcf6a7799c5f7527577e2dd94b8f3e6037975b4.ctv
澳門蓮花,https://epg.pw/stream/671d85e147f367db40dd35c2c62c6d364426cef4bb23f59c90e961039b078113.m3u8
澳門蓮花[geo-blocked],https://epg.pw/stream/e436026f67ac00aab777d051e8039d1f2b5a94b24a3c3e99d4880fbec0c219ac.ctv
澳門蓮花[geo-blocked],https://epg.pw/stream/fd9dd916dfc8ed94ba9e76177b55bf92f8d0e3999253293bb01cdc288c2c7ead.m3u8
澳門蓮花[geo-blocked],https://epg.pw/stream/029dab3e2e2ac707b40b3501a4255530f4010513f48f74624d012679bbbec04c.ctv
澳門蓮花,https://epg.pw/stream/d4f057bc99d4a17b84cb6551ff6cff8555e083927bd3c3bcc8ff08042895a90a.m3u8
澳門蓮花[geo-blocked],https://epg.pw/stream/426804b9b6067013660eb915faa7719d275cb5f82557162ba76c42710b4212d8.m3u8
澳門蓮花,https://epg.pw/stream/9f6b2eee2a72192ddda341e5576b7a9550570298bd10c8439c28240ea0a3fe4c.m3u8
澳門衛視[geo-blocked],https://epg.pw/stream/39826005b8d1510d426d28f5a30b536ce5fecd09d4de8d9e5fdecab44f2f7631.m3u8
澳門衛視,https://epg.pw/stream/cba30b45ab68773380738e6c28c59ecd1dda1b7aac0d1241059ecdb055e00930.m3u8
澳門衛視[geo-blocked],https://epg.pw/stream/020ddef7d276d2bce086677b3a846f418944e9984422c4b4f77e48af19da71f8.ctv
澳門衛視,https://epg.pw/stream/d167eab98b0e2deebc19dd019d089de305ec26b9e61e523b63cb3fdcf9156731.ctv
澳門衛視[geo-blocked],https://epg.pw/stream/1375d91c273425088a979a1be9a8e9a2ae1b9d74763a4959b560134790caa3bd.m3u8
澳門衛視[geo-blocked],https://epg.pw/stream/755a41a41c2cd529b488def4856ef963ab650eedb2aba4c3031607f3f4635d55.m3u8
澳門衛視[geo-blocked],https://epg.pw/stream/690584bcada5c816a3f5d8a7aedef64c9ce35fe3c778178b44a588387df52a23.m3u8
澳門衛視[geo-blocked],https://epg.pw/stream/3d9bfde6d6a81f1f0927d80352ae0f5fbb5463f95dadfaadfe83ad978ba7a4ae.m3u8
澳門衛視[geo-blocked],https://epg.pw/stream/abf7c9ef46cbcd0575cab1e8c511bc388acdcdbdf84e95dd5dbfa1b56c3a2955.m3u8
澳門衛視[geo-blocked],https://epg.pw/stream/b149f82679aa5f66aee340414824539b778db6cc931b4bcf00c60d4af9cff7fc.m3u8
澳門衛視[geo-blocked],https://epg.pw/stream/033b04e65a24011fea53fcac556c278d107233323d23d3c4fac26881e3f39f9b.m3u8
新聞,#genre#
澳門資訊[geo-blocked],https://epg.pw/stream/49314d22ac05619dc703d70bc859ac37e8ba5499c8fa428c487e03ea5e123219.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/6567fa516e81eed9ce9d15cc2b890cdeeee893a60a138203aa5a747728118f10.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/ce05be2207cb19fcfbec96bec3c64108f707e7a7cf2c460d090398d9acd63e88.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/5a9d5caa7db9683a61626d751e42cf740a6ef30ba2ebf4c15a5b3154183a1286.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/f34121df809cf284ebb126c2d675db88f06909d592e4a0d2934604ccd42093cd.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/8c4181f86ed0ca8be98a31fa1b5eef2fc3560af7daca8785ae3465bc8fda1524.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/8cc2721bd72242d9d52fe3b5f705302a7d1f619666ee5416d0137a4908988557.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/40fdcddb29eac4a35b0dcb97bf5ef7fab97c4457b3db0c0d186e811d2f89c18e.ctv
澳門資訊[geo-blocked],https://epg.pw/stream/c0419533145018d45684290040b78d7fc4cae2419f8aa3e744c80cc3e541e178.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/657311481f459a9994b3d60769e76857fc312fd5fb4139038e7e2d887c1036f7.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/9e47f7a9a403b7812ec75b6c823151d9e5e2742e817779a7580038ce04a001b3.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/cdaed2c065da75fbe6b4d3759159753065a61ea3924ffd331f1daf40c3202eba.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/ba96c49a765ec193742d59abcd2c3b69a48377cefa9bd1a6b04eead91784be10.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/be52d29bb4789f1ddcf77d62f90eac8db77d23445affd90b53173ab5a965b001.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/0ba0ee5fbbe525ef96c4276103434a0fddb89ee7bbec3d5edc64c06ba44fa784.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/01f9774eb02aea2847a9d212e2ae3e40b06358b724339abcab5d4e8b4b08480d.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/8397f03d38ff81f2948aead59afa2d603a285757a3737eb45ef8090c8c5ceb50.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/af5d79be755f6dfd4c6aab0ee550da3759262fe3e7d612e15e7537c1d3466b7f.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/e836b44c8936885d2a94d5c9b399bf0529384ca6b36e089f07191071d172b97e.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/025d6418ef30ceba9eb6f68e73b7d031d69fd447816a86e197a760990b7f14c3.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/37708ad20d215d1e84442b15122738edf17ba681303ebf6f46520bf71625cf95.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/5b81d6d26b0a9700f178a51ac84bf9f28ada7414309af7d2d89952fc829e62e7.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/181c2eff1b804441a3812660bb9571579df0af910a42989af91b9ce918ca0eb5.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/2a5b9a2960de5d2699b486efdfd819eefdc064b8ef7807c3f5d4b98fd91ab2b1.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/3d7fccd319791311070c069b672c3f8fce3417b96a0e9c2355b625d06b9fffd3.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/d477237ba53eeec73eb7aac46d809aaa7b7b60482192c50a55e52f25e4b71794.m3u8
澳門資訊[geo-blocked],https://epg.pw/stream/10370e001c1a45479a019f582e7b180e8bed68dbf603f18c025a4a2b33153df0.m3u8
運動,#genre#
澳視體育[geo-blocked],https://epg.pw/stream/f092aa42a9886653c9ea63e82c7d5cd3155e4309c0314bf4d41a181b029955da.m3u8
澳視體育[geo-blocked],https://epg.pw/stream/54eab79838d0d62991586484042cd85db8755365cd9cf8b3d318148ce72400d7.m3u8
